screen_time_minutes,accelerometer_mean,gyroscope_mean,touch_events_per_minute,battery_consumption_per_hour,cpu_usage_percent,background_apps_running,device_temperature_c,usage_class,overheating_flag,cpu_usage,battery_drain,temperature,memory_usage,screen_time,gaming_time,social_media_time,Age_Group,Usage_Type,Health_Risk,total_usage,usage_intensity
,,,,,,,,,,59,26,41,2150,9.65,2.67,3.51,Teen,Social Media,High,15.83,1.640414508
202,17.84874848,6.806631589,12,25.30741737,35,26,45.24341926,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,63,21,35,2081,2.67,3.63,3.39,Adult,Gaming,Low,9.69,3.629213483
,,,,,,,,,,85,19,38,7448,2.31,1.68,2.89,Adult,Social Media,Low,6.88,2.978354978
265,14.9064486,1.429744264,63,17.70033559,6,10,47.62586316,1,1,,,,,,,,Adult,Productivity,Low,,
271,18.39040273,7.321044356,36,31.8658342,19,18,46.15108702,1,1,,,,,,,,Adult,Productivity,Low,,
287,0.441505926,11.07420783,97,34.71016139,14,18,49.04303076,1,1,,,,,,,,Adult,Productivity,Low,,
355,1.72372419,7.877854026,81,25.32881272,35,11,47.50529274,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,16,13,40,2635,5.24,2.3,0.52,Young Adult,Gaming,Medium,8.06,1.538167939
191,15.6477914,3.11477706,166,8.821825223,47,26,41.99840979,1,0,,,,,,,,Adult,Productivity,Low,,
419,13.93868135,11.58963561,81,26.47149573,80,7,29.69528214,1,0,,,,,,,,Adult,Productivity,Low,,
56,10.07069369,8.783782296,196,9.339708097,12,16,33.83102142,1,0,,,,,,,,Adult,Productivity,Low,,
152,14.90981197,10.6193579,11,23.15166187,8,19,35.82084623,0,0,,,,,,,,Adult,Productivity,Low,,
194,9.786168844,0.254395874,55,28.04162249,26,27,44.82581562,0,1,,,,,,,,Adult,Productivity,Low,,
391,1.92491253,12.76837553,128,18.91881927,51,18,39.18393203,1,0,,,,,,,,Adult,Productivity,Low,,
135,2.491276491,12.67438806,57,1.172792754,60,25,42.96501114,0,0,,,,,,,,Adult,Productivity,Low,,
256,5.960429542,10.75687717,194,1.624499656,23,12,43.56898056,1,0,,,,,,,,Adult,Productivity,Low,,
211,16.15756824,8.481278126,8,31.01881315,18,15,35.77153099,0,0,,,,,,,,Adult,Productivity,Low,,
67,2.853226539,8.253293873,115,22.41244938,12,21,35.14287039,0,0,,,,,,,,Adult,Productivity,Low,,
347,14.76700758,12.42771626,76,31.92383337,12,12,43.98215773,1,0,,,,,,,,Adult,Productivity,Low,,
210,7.95436019,8.869840662,179,32.70805692,26,20,43.29077503,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,13,28,48,2931,7.41,3.75,4.42,Teen,Social Media,Medium,15.58,2.102564103
,,,,,,,,,,82,5,43,7799,3.02,0.41,5.07,Adult,Social Media,Low,8.5,2.814569536
329,7.069343109,1.04595573,64,1.607304344,68,25,31.27553711,1,0,,,,,,,,Adult,Productivity,Low,,
251,3.017435952,10.7210477,53,20.13350974,84,4,40.19298331,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,29,46,6691,4.79,1.4,3.22,Young Adult,Social Media,Low,9.41,1.964509395
,,,,,,,,,,31,8,48,5777,4.69,3.23,3.07,Young Adult,Gaming,Low,10.99,2.343283582
174,4.370323482,12.09768006,82,26.72561733,24,3,41.24139497,0,0,,,,,,,,Adult,Productivity,Low,,
335,9.97114534,0.129235096,140,5.367256415,74,28,37.50569142,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,82,10,45,6408,6.57,4.21,3.04,Young Adult,Gaming,Medium,13.82,2.103500761
46,13.03049628,8.053266682,96,20.42484403,97,12,45.04237769,1,1,,,,,,,,Adult,Productivity,Low,,
389,19.35485298,8.048799144,53,7.102908996,16,10,32.34435078,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,31,17,45,1853,3.03,1.47,2.09,Adult,Social Media,Low,6.59,2.174917492
399,14.13117885,5.025595999,193,33.89538296,37,17,36.10280967,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,56,5,43,2631,8.42,2,0.02,Teen,Productivity,High,10.44,1.239904988
,,,,,,,,,,16,13,40,2635,5.24,2.3,0.52,Young Adult,Gaming,Medium,8.06,1.538167939
261,6.903405368,11.25676267,67,24.65428596,40,18,28.91680381,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,48,5,47,5364,4,4.38,4.5,Adult,Social Media,Low,12.88,3.22
,,,,,,,,,,11,8,45,4261,7.21,4.58,5.37,Teen,Social Media,Medium,17.16,2.380027739
192,5.080002074,10.48013023,62,26.27399598,38,7,28.26665704,0,0,,,,,,,,Adult,Productivity,Low,,
57,16.7857672,13.62259865,31,25.63037087,72,20,44.12756851,0,1,,,,,,,,Adult,Productivity,Low,,
92,18.71913638,4.232464432,37,24.4790479,53,26,38.93319662,0,0,,,,,,,,Adult,Productivity,Low,,
229,14.14604653,12.00308011,117,33.79369606,80,6,30.18191819,0,0,,,,,,,,Adult,Productivity,Low,,
333,0.967715058,3.115427661,154,19.02901451,17,15,49.24808755,1,1,,,,,,,,Adult,Productivity,Low,,
59,12.9375569,11.2611657,149,18.76277559,64,23,31.22022783,0,0,,,,,,,,Adult,Productivity,Low,,
235,18.89060678,5.712650758,176,32.62307192,68,7,44.92290925,1,1,,,,,,,,Adult,Productivity,Low,,
206,5.198518178,13.66154561,49,11.0980978,98,26,37.37383445,1,0,,,,,,,,Adult,Productivity,Low,,
267,4.414501221,8.504349792,154,20.41075306,25,16,45.2677335,1,1,,,,,,,,Adult,Productivity,Low,,
356,5.291783105,5.358809334,120,25.95293724,5,21,30.16470429,1,0,,,,,,,,Adult,Productivity,Low,,
164,2.089699255,3.065870412,4,28.93144021,56,28,31.62592595,0,0,,,,,,,,Adult,Productivity,Low,,
356,5.291783105,5.358809334,120,25.95293724,5,21,30.16470429,1,0,,,,,,,,Adult,Productivity,Low,,
297,12.80158482,3.57994217,87,2.50880656,93,4,47.6925903,1,1,,,,,,,,Adult,Productivity,Low,,
85,16.8998415,7.226687207,182,3.381009995,41,14,49.64093636,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,73,24,49,5869,6.38,0.38,4.32,Young Adult,Social Media,Medium,11.08,1.736677116
25,16.94855673,4.025771978,171,4.505187364,42,2,36.73359338,1,0,,,,,,,,Adult,Productivity,Low,,
104,13.41286627,9.061589136,127,3.947977203,65,16,46.73134907,0,1,,,,,,,,Adult,Productivity,Low,,
58,5.157856616,9.278092496,88,20.74574505,39,8,43.22754952,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,6,31,6323,5.85,2.74,5.81,Young Adult,Social Media,Medium,14.4,2.461538462
,,,,,,,,,,37,5,38,5646,4.03,3.98,4.61,Young Adult,Social Media,Low,12.62,3.131513648
392,13.71087901,8.388246876,182,6.453603581,80,15,29.80777668,1,0,,,,,,,,Adult,Productivity,Low,,
210,7.95436019,8.869840662,179,32.70805692,26,20,43.29077503,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,18,13,33,2682,7.44,2.4,0.63,Teen,Gaming,Medium,10.47,1.407258065
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,56,5,43,2631,8.42,2,0.02,Teen,Productivity,High,10.44,1.239904988
141,11.28114717,11.52830355,128,2.969295659,99,9,38.13186894,1,0,,,,,,,,Adult,Productivity,Low,,
151,9.606526329,10.72525803,39,34.46794785,17,20,38.58140358,0,0,,,,,,,,Adult,Productivity,Low,,
298,18.16310476,5.902657548,122,16.42558358,96,16,36.09469653,1,0,,,,,,,,Adult,Productivity,Low,,
205,5.14827526,13.18550527,115,21.34312701,17,20,41.04697535,0,0,,,,,,,,Adult,Productivity,Low,,
196,0.459699736,2.514272204,151,2.754257426,76,16,29.78022423,1,0,,,,,,,,Adult,Productivity,Low,,
132,19.56022331,5.713382405,152,34.13979496,92,25,40.33452208,1,1,,,,,,,,Adult,Productivity,Low,,
127,17.27645659,6.609232897,145,7.925842475,73,15,44.40614322,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,12,14,45,2982,6.59,1.08,2.07,Young Adult,Social Media,Medium,9.74,1.477996965
302,1.601147487,0.232435931,190,5.961350517,75,1,29.28812044,1,0,,,,,,,,Adult,Productivity,Low,,
226,12.35543817,8.818704748,142,12.35630188,5,3,49.29292077,0,1,,,,,,,,Adult,Productivity,Low,,
371,13.47332009,8.71576652,71,21.01084379,54,10,28.42223009,1,0,,,,,,,,Adult,Productivity,Low,,
353,15.36717758,14.96550461,11,8.668364843,79,23,28.0708018,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,85,19,38,7448,2.31,1.68,2.89,Adult,Social Media,Low,6.88,2.978354978
13,16.85625919,12.33577002,19,2.248885873,44,13,46.57585582,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,73,24,49,5869,6.38,0.38,4.32,Young Adult,Social Media,Medium,11.08,1.736677116
,,,,,,,,,,12,14,45,2982,6.59,1.08,2.07,Young Adult,Social Media,Medium,9.74,1.477996965
228,10.96372383,11.27000378,87,30.15024313,51,2,49.81981893,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,89,9,35,3294,8.7,4.08,5.05,Teen,Social Media,High,17.83,2.049425287
,,,,,,,,,,50,16,32,3744,9.14,2.1,3.46,Teen,Social Media,High,14.7,1.608315098
,,,,,,,,,,54,8,30,2243,3.87,4.03,5.85,Adult,Social Media,Low,13.75,3.552971576
196,0.459699736,2.514272204,151,2.754257426,76,16,29.78022423,1,0,,,,,,,,Adult,Productivity,Low,,
105,3.257064308,10.32312431,65,9.590069195,80,10,39.26888226,0,0,,,,,,,,Adult,Productivity,Low,,
396,14.32044257,13.41854808,113,21.30731846,46,9,36.26954227,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,80,15,47,4118,8.91,3.09,4.34,Teen,Social Media,High,16.34,1.833894501
,,,,,,,,,,37,5,38,5646,4.03,3.98,4.61,Young Adult,Social Media,Low,12.62,3.131513648
196,0.459699736,2.514272204,151,2.754257426,76,16,29.78022423,1,0,,,,,,,,Adult,Productivity,Low,,
222,11.10111754,10.90963564,154,25.89724144,11,17,34.73757966,1,0,,,,,,,,Adult,Productivity,Low,,
54,18.60733501,6.337009891,152,1.322504743,60,27,33.26196229,1,0,,,,,,,,Adult,Productivity,Low,,
164,16.24296312,14.00869277,147,30.88843033,53,25,42.16589358,0,0,,,,,,,,Adult,Productivity,Low,,
92,18.71913638,4.232464432,37,24.4790479,53,26,38.93319662,0,0,,,,,,,,Adult,Productivity,Low,,
419,13.93868135,11.58963561,81,26.47149573,80,7,29.69528214,1,0,,,,,,,,Adult,Productivity,Low,,
272,18.31275318,13.03110155,131,31.427329,18,24,46.49917475,1,1,,,,,,,,Adult,Productivity,Low,,
57,6.630238083,5.156369996,1,34.39923751,53,24,33.71589059,0,0,,,,,,,,Adult,Productivity,Low,,
212,0.64957376,9.331044982,189,33.51813372,24,17,28.24268782,1,0,,,,,,,,Adult,Productivity,Low,,
105,3.257064308,10.32312431,65,9.590069195,80,10,39.26888226,0,0,,,,,,,,Adult,Productivity,Low,,
240,6.230409758,11.25619558,110,17.08914401,11,11,42.1013857,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,60,16,35,6222,5.34,1.35,4.56,Young Adult,Social Media,Medium,11.25,2.106741573
262,6.176740821,8.738381187,51,22.66587371,99,26,47.31543505,1,1,,,,,,,,Adult,Productivity,Low,,
259,6.297124857,5.344492728,54,33.71214707,51,10,29.58585539,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,8,45,4261,7.21,4.58,5.37,Teen,Social Media,Medium,17.16,2.380027739
,,,,,,,,,,54,8,30,2243,3.87,4.03,5.85,Adult,Social Media,Low,13.75,3.552971576
245,18.67538253,7.219752421,144,30.51746734,24,22,44.81619857,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,11,11,33,1119,3.91,1.88,1.09,Adult,Productivity,Low,6.88,1.759590793
248,13.41158879,13.701828,175,22.91458612,18,11,36.08575729,1,0,,,,,,,,Adult,Productivity,Low,,
405,17.61916338,8.68341975,154,4.099592674,94,25,32.45457232,1,0,,,,,,,,Adult,Productivity,Low,,
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
390,1.599390495,12.47900378,91,15.19520686,55,2,29.3496918,1,0,,,,,,,,Adult,Productivity,Low,,
211,16.15756824,8.481278126,8,31.01881315,18,15,35.77153099,0,0,,,,,,,,Adult,Productivity,Low,,
155,5.134504343,6.163879897,148,25.62570048,69,8,38.96162501,0,0,,,,,,,,Adult,Productivity,Low,,
76,5.649539917,5.854612341,104,33.9017792,26,14,40.1836493,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,74,13,37,3489,5.49,2.92,0.83,Young Adult,Gaming,Medium,9.24,1.683060109
205,5.14827526,13.18550527,115,21.34312701,17,20,41.04697535,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,24,45,6225,6.49,2.06,2.12,Young Adult,Social Media,Medium,10.67,1.644067797
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,91,5,32,4147,8.93,4.84,0.31,Teen,Gaming,High,14.08,1.576707727
128,8.163521527,7.456583215,26,21.64841924,77,3,36.61356536,0,0,,,,,,,,Adult,Productivity,Low,,
288,4.213018762,12.76972189,29,1.03808379,10,21,34.44208481,1,0,,,,,,,,Adult,Productivity,Low,,
127,17.27645659,6.609232897,145,7.925842475,73,15,44.40614322,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,46,24,42,4251,5.82,1.71,1.21,Young Adult,Productivity,Medium,8.74,1.501718213
246,6.681931063,4.066653606,38,26.08709607,97,21,32.75284002,1,1,,,,,,,,Adult,Productivity,Low,,
274,12.26912285,4.504493801,199,29.99594194,89,25,30.87562829,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,18,28,39,6104,9.04,4.9,4.93,Teen,Social Media,High,18.87,2.087389381
221,16.79477669,8.792253284,123,31.72661488,70,4,39.77682289,0,0,,,,,,,,Adult,Productivity,Low,,
287,0.441505926,11.07420783,97,34.71016139,14,18,49.04303076,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,24,14,49,7407,5.97,2.27,3.58,Young Adult,Social Media,Medium,11.82,1.979899497
183,18.98800006,5.176756621,78,19.48848287,80,1,32.07430249,0,0,,,,,,,,Adult,Productivity,Low,,
335,9.97114534,0.129235096,140,5.367256415,74,28,37.50569142,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,83,21,30,4672,2.91,1.04,1.98,Adult,Productivity,Low,5.93,2.037800687
244,5.049610673,10.9717096,51,7.305601739,45,16,37.86943388,1,0,,,,,,,,Adult,Productivity,Low,,
48,6.000551859,8.234322288,156,1.113776309,80,13,41.7257084,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,44,10,39,3959,5.02,2.25,4.27,Young Adult,Social Media,Medium,11.54,2.298804781
188,11.6679778,8.119726876,173,6.414355101,52,29,28.77684981,1,0,,,,,,,,Adult,Productivity,Low,,
284,3.185328173,8.08208808,141,31.06276526,55,4,44.72637611,1,1,,,,,,,,Adult,Productivity,Low,,
102,9.68517306,8.165597194,54,11.00171109,67,16,47.28631676,0,1,,,,,,,,Adult,Productivity,Low,,
102,9.68517306,8.165597194,54,11.00171109,67,16,47.28631676,0,1,,,,,,,,Adult,Productivity,Low,,
45,6.134983742,10.46269692,158,14.65372804,10,1,49.46922261,1,1,,,,,,,,Adult,Productivity,Low,,
55,8.744447874,10.39113024,168,2.866008898,7,13,39.05645368,1,0,,,,,,,,Adult,Productivity,Low,,
256,13.6526846,11.68965049,164,12.08146577,23,8,45.47234129,1,1,,,,,,,,Adult,Productivity,Low,,
192,5.080002074,10.48013023,62,26.27399598,38,7,28.26665704,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,45,19,45,3838,4.84,3.46,2.88,Young Adult,Gaming,Low,11.18,2.309917355
,,,,,,,,,,94,27,43,7933,7.5,1.54,0.33,Teen,Productivity,Medium,9.37,1.249333333
,,,,,,,,,,84,19,32,6919,8.41,0.38,1.34,Teen,Productivity,High,10.13,1.20451843
322,19.14033761,1.794606159,98,6.403901631,5,27,39.12875924,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,84,19,32,6919,8.41,0.38,1.34,Teen,Productivity,High,10.13,1.20451843
,,,,,,,,,,87,12,45,3816,9.82,3.49,0.7,Teen,Gaming,High,14.01,1.426680244
32,1.709372036,7.699272353,8,16.75494544,42,25,34.93895171,0,0,,,,,,,,Adult,Productivity,Low,,
191,15.6477914,3.11477706,166,8.821825223,47,26,41.99840979,1,0,,,,,,,,Adult,Productivity,Low,,
288,4.213018762,12.76972189,29,1.03808379,10,21,34.44208481,1,0,,,,,,,,Adult,Productivity,Low,,
371,5.442649652,14.52120779,171,1.008075802,74,4,29.2796035,1,0,,,,,,,,Adult,Productivity,Low,,
85,19.39378366,5.37207269,194,18.62085247,91,28,38.47239885,1,0,,,,,,,,Adult,Productivity,Low,,
132,13.88851814,14.62725409,20,10.63366024,63,14,37.66690977,0,0,,,,,,,,Adult,Productivity,Low,,
96,3.89912952,12.25496674,128,34.67160465,86,29,38.11560932,1,0,,,,,,,,Adult,Productivity,Low,,
298,18.16310476,5.902657548,122,16.42558358,96,16,36.09469653,1,0,,,,,,,,Adult,Productivity,Low,,
25,16.94855673,4.025771978,171,4.505187364,42,2,36.73359338,1,0,,,,,,,,Adult,Productivity,Low,,
384,1.056372592,3.536585353,88,23.51180834,14,2,42.55015344,1,0,,,,,,,,Adult,Productivity,Low,,
212,0.64957376,9.331044982,189,33.51813372,24,17,28.24268782,1,0,,,,,,,,Adult,Productivity,Low,,
104,13.41286627,9.061589136,127,3.947977203,65,16,46.73134907,0,1,,,,,,,,Adult,Productivity,Low,,
117,4.333285111,13.9974241,100,29.5582036,59,12,43.15547665,0,0,,,,,,,,Adult,Productivity,Low,,
275,12.59509886,11.95725305,105,10.42703195,65,12,32.28169526,1,0,,,,,,,,Adult,Productivity,Low,,
220,18.69881855,13.8644243,124,17.20701216,21,5,42.50578629,0,0,,,,,,,,Adult,Productivity,Low,,
138,12.4032523,0.821950394,47,3.859339632,77,29,45.85893534,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,69,25,43,6092,5.17,2.4,5.38,Young Adult,Social Media,Medium,12.95,2.50483559
96,3.89912952,12.25496674,128,34.67160465,86,29,38.11560932,1,0,,,,,,,,Adult,Productivity,Low,,
184,16.95814857,2.125430363,29,9.585297489,12,5,45.99127726,0,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,37,5,38,5646,4.03,3.98,4.61,Young Adult,Social Media,Low,12.62,3.131513648
222,4.52927071,8.845184803,168,7.812210881,5,22,32.13654416,1,0,,,,,,,,Adult,Productivity,Low,,
85,18.9292714,14.86439567,41,27.27597452,94,29,47.21310415,1,1,,,,,,,,Adult,Productivity,Low,,
222,11.10111754,10.90963564,154,25.89724144,11,17,34.73757966,1,0,,,,,,,,Adult,Productivity,Low,,
287,0.441505926,11.07420783,97,34.71016139,14,18,49.04303076,1,1,,,,,,,,Adult,Productivity,Low,,
218,14.6277824,0.98200337,135,32.6740426,9,4,39.40497648,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,39,21,31,4769,7.01,1.92,3.21,Teen,Social Media,Medium,12.14,1.731811698
,,,,,,,,,,81,21,32,5070,7.9,0.11,2.93,Teen,Social Media,Medium,10.94,1.384810127
,,,,,,,,,,24,27,49,5045,6.11,3.2,0.03,Young Adult,Gaming,Medium,9.34,1.528641571
39,7.516468655,11.8876767,108,14.05477226,87,21,29.27117234,1,0,,,,,,,,Adult,Productivity,Low,,
377,15.72827896,6.197540477,72,18.72422269,79,8,49.82747633,1,1,,,,,,,,Adult,Productivity,Low,,
156,9.981567695,6.841306185,25,21.20945921,88,4,49.66273427,1,1,,,,,,,,Adult,Productivity,Low,,
130,16.7555811,3.573591604,27,11.60636768,93,2,32.48878396,1,0,,,,,,,,Adult,Productivity,Low,,
156,9.981567695,6.841306185,25,21.20945921,88,4,49.66273427,1,1,,,,,,,,Adult,Productivity,Low,,
49,7.607455756,0.882019666,2,9.795403244,82,10,40.81329848,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,60,27,45,1991,6.55,2.08,0.89,Young Adult,Gaming,Medium,9.52,1.453435115
164,16.24296312,14.00869277,147,30.88843033,53,25,42.16589358,0,0,,,,,,,,Adult,Productivity,Low,,
245,18.67538253,7.219752421,144,30.51746734,24,22,44.81619857,1,1,,,,,,,,Adult,Productivity,Low,,
226,12.35543817,8.818704748,142,12.35630188,5,3,49.29292077,0,1,,,,,,,,Adult,Productivity,Low,,
344,6.878428932,8.661176346,195,1.308461758,5,7,32.94154346,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,17,10,37,6869,9.26,3.18,3.21,Teen,Social Media,High,15.65,1.690064795
132,13.88851814,14.62725409,20,10.63366024,63,14,37.66690977,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,37,5,38,5646,4.03,3.98,4.61,Young Adult,Social Media,Low,12.62,3.131513648
,,,,,,,,,,84,19,32,6919,8.41,0.38,1.34,Teen,Productivity,High,10.13,1.20451843
298,18.16310476,5.902657548,122,16.42558358,96,16,36.09469653,1,0,,,,,,,,Adult,Productivity,Low,,
138,12.4032523,0.821950394,47,3.859339632,77,29,45.85893534,0,1,,,,,,,,Adult,Productivity,Low,,
396,14.32044257,13.41854808,113,21.30731846,46,9,36.26954227,1,0,,,,,,,,Adult,Productivity,Low,,
43,11.16450027,6.882153278,150,25.54417935,58,21,41.27672867,0,0,,,,,,,,Adult,Productivity,Low,,
389,19.35485298,8.048799144,53,7.102908996,16,10,32.34435078,1,0,,,,,,,,Adult,Productivity,Low,,
63,12.7630191,8.557767964,57,25.85480483,84,6,46.96431861,0,1,,,,,,,,Adult,Productivity,Low,,
392,5.663250802,3.148053353,63,20.46254382,23,11,39.13512098,1,0,,,,,,,,Adult,Productivity,Low,,
133,8.285942711,5.246907257,1,29.09099366,19,22,38.74130501,0,0,,,,,,,,Adult,Productivity,Low,,
188,11.6679778,8.119726876,173,6.414355101,52,29,28.77684981,1,0,,,,,,,,Adult,Productivity,Low,,
206,5.198518178,13.66154561,49,11.0980978,98,26,37.37383445,1,0,,,,,,,,Adult,Productivity,Low,,
117,2.35794558,5.719467345,34,5.465394298,78,3,44.74467381,0,1,,,,,,,,Adult,Productivity,Low,,
117,12.08857443,11.20231916,85,29.08130604,38,3,34.54606593,0,0,,,,,,,,Adult,Productivity,Low,,
6,18.6254892,13.90041888,17,30.51384697,34,22,31.52157597,0,0,,,,,,,,Adult,Productivity,Low,,
322,19.14033761,1.794606159,98,6.403901631,5,27,39.12875924,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,32,7,36,6877,3.9,1.05,3.29,Adult,Social Media,Low,8.24,2.112820513
59,12.9375569,11.2611657,149,18.76277559,64,23,31.22022783,0,0,,,,,,,,Adult,Productivity,Low,,
348,9.763713696,13.79168945,29,34.33961121,36,25,47.09724718,1,1,,,,,,,,Adult,Productivity,Low,,
59,12.9375569,11.2611657,149,18.76277559,64,23,31.22022783,0,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,20,9,47,4059,4.8,0.46,5.03,Young Adult,Social Media,Low,10.29,2.14375
140,14.02029299,0.525479988,78,28.22616936,30,22,31.30107062,0,0,,,,,,,,Adult,Productivity,Low,,
19,6.600359712,13.12104819,49,8.839352657,46,24,49.11068618,0,1,,,,,,,,Adult,Productivity,Low,,
352,7.031898429,7.38669425,5,1.626542437,73,19,41.48467081,1,0,,,,,,,,Adult,Productivity,Low,,
135,18.8086555,1.189195675,31,22.7242791,13,28,30.56006075,0,0,,,,,,,,Adult,Productivity,Low,,
383,8.727062678,4.857662332,179,18.51842943,82,15,45.27036396,1,1,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,18,28,39,6104,9.04,4.9,4.93,Teen,Social Media,High,18.87,2.087389381
37,8.902809372,1.313529265,32,30.24431176,93,16,28.84537968,1,1,,,,,,,,Adult,Productivity,Low,,
52,4.871768447,8.97930733,10,16.55269132,88,17,47.83876383,1,1,,,,,,,,Adult,Productivity,Low,,
390,1.599390495,12.47900378,91,15.19520686,55,2,29.3496918,1,0,,,,,,,,Adult,Productivity,Low,,
25,15.39422488,3.654218243,117,31.08994412,16,28,40.08964979,0,0,,,,,,,,Adult,Productivity,Low,,
26,14.90899341,14.78002646,149,34.97801899,88,4,35.61419398,1,0,,,,,,,,Adult,Productivity,Low,,
284,3.185328173,8.08208808,141,31.06276526,55,4,44.72637611,1,1,,,,,,,,Adult,Productivity,Low,,
219,17.76662497,6.82595066,133,33.71135872,19,3,39.34494741,0,0,,,,,,,,Adult,Productivity,Low,,
130,16.7555811,3.573591604,27,11.60636768,93,2,32.48878396,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,39,21,31,4769,7.01,1.92,3.21,Teen,Social Media,Medium,12.14,1.731811698
117,2.35794558,5.719467345,34,5.465394298,78,3,44.74467381,0,1,,,,,,,,Adult,Productivity,Low,,
152,1.749537302,7.435023233,54,6.085741851,27,8,42.13116157,0,0,,,,,,,,Adult,Productivity,Low,,
364,0.963675588,7.559210795,56,26.7400151,93,6,45.70975799,1,1,,,,,,,,Adult,Productivity,Low,,
363,5.075327339,11.0568954,158,27.21346595,33,1,48.21638374,1,1,,,,,,,,Adult,Productivity,Low,,
164,7.993366879,10.26058185,98,30.51617566,23,12,35.81846051,0,0,,,,,,,,Adult,Productivity,Low,,
103,3.407687095,8.996718383,109,4.494941753,19,21,35.35324301,0,0,,,,,,,,Adult,Productivity,Low,,
148,6.672025327,10.42107823,181,16.71130789,93,12,43.88556064,1,0,,,,,,,,Adult,Productivity,Low,,
319,7.853399916,8.251616613,103,14.04281685,27,13,48.62253746,1,1,,,,,,,,Adult,Productivity,Low,,
120,11.56089905,14.52151129,108,27.20903969,47,4,45.95083266,0,1,,,,,,,,Adult,Productivity,Low,,
222,11.10111754,10.90963564,154,25.89724144,11,17,34.73757966,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,44,26,31,3265,7.64,4.55,1.2,Teen,Gaming,Medium,13.39,1.752617801
,,,,,,,,,,27,29,31,5465,6.64,2.76,0.18,Young Adult,Gaming,Medium,9.58,1.442771084
,,,,,,,,,,13,29,32,1635,8.94,0.82,5.2,Teen,Social Media,High,14.96,1.673378076
164,16.24296312,14.00869277,147,30.88843033,53,25,42.16589358,0,0,,,,,,,,Adult,Productivity,Low,,
364,1.501281004,11.78079055,25,2.791250423,63,29,31.12948611,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,53,11,49,7905,2.66,2.69,4.11,Adult,Social Media,Low,9.46,3.556390977
219,3.966051675,6.917234779,177,31.95152947,28,10,36.09070572,1,0,,,,,,,,Adult,Productivity,Low,,
192,5.080002074,10.48013023,62,26.27399598,38,7,28.26665704,0,0,,,,,,,,Adult,Productivity,Low,,
107,17.14085341,5.437159173,100,11.69628293,94,14,37.83845589,1,0,,,,,,,,Adult,Productivity,Low,,
,,,,,,,,,,71,10,33,1004,2.31,3.01,1.42,Adult,Gaming,Low,6.74,2.917748918
